Year,City,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property Crime,Burglary,Larceny,Motor Theft,Arson,Total
2018,Calistoga,"5,289",10,0,3,2,5,62,15,39,8,1,145
2018,Camarillo,"68,218",78,0,16,21,41,841,110,663,68,3,"1,841"
2018,Campbell,"41,853",119,0,11,37,71,"1,379",235,976,168,25,"3,021"
2018,Canyon Lake,"11,314",12,0,3,0,9,101,22,56,23,1,227
2018,Capitola,"10,218",26,0,5,9,12,507,28,458,21,3,"1,069"
2018,Carlsbad,"116,739",243,1,39,52,151,"2,100",299,"1,649",152,14,"4,700"
2018,Carmel,"3,921",11,0,0,0,11,96,20,73,3,0,214
2018,Carpinteria,"13,712",22,0,0,2,20,212,36,148,28,0,468
2018,Carson,"92,895",435,5,14,131,285,"1,971",345,"1,181",445,11,"4,823"
2018,Cathedral City,"55,056",172,2,22,39,109,717,188,283,246,6,"1,784"
2018,Central Marin,"35,033",40,0,10,19,11,723,193,503,27,0,"1,526"
2018,Ceres,"49,101",228,1,13,74,140,"1,452",325,792,335,19,"3,379"
2018,Cerritos,"51,307",162,0,13,91,58,"1,794",372,"1,259",163,3,"3,915"
2018,Chico,"94,273",611,2,86,106,417,"2,403",327,"1,761",315,66,"6,094"
2018,Chino,"91,535",259,1,25,67,166,"2,216",407,"1,508",301,6,"4,956"
2018,Chino Hills,"81,177",77,1,8,17,51,"1,079",242,747,90,3,"2,315"
2018,Chowchilla,"18,551",42,3,1,4,34,293,81,144,68,5,675
2018,Chula Vista,"274,370",835,6,79,256,494,"3,611",585,"2,338",688,20,"8,912"
2018,Citrus Heights,"88,603",324,1,47,86,190,"2,478",410,"1,739",329,12,"5,616"
2018,Claremont,"36,178",66,1,15,19,31,930,227,646,57,5,"1,997"
2018,Clayton,"12,330",1,0,0,1,0,146,11,128,7,0,294
2018,Clearlake,"15,037",109,4,16,21,68,506,188,220,98,7,"1,237"
2018,Cloverdale,"8,826",19,0,6,4,9,138,22,106,10,0,314
2018,Clovis,"111,759",221,1,46,36,138,"2,438",358,"1,932",148,6,"5,324"
2018,Coachella,"46,115",104,1,5,40,58,"1,143",123,766,254,4,"2,498"
2018,Coalinga,"16,593",73,2,3,8,60,244,73,144,27,3,637
2018,Colma,"1,524",37,0,0,18,19,359,32,309,18,0,792
2018,Colton,"55,203",184,11,11,77,85,"1,600",324,851,425,14,"3,582"
2018,Colusa,"5,961",11,1,1,1,8,80,24,42,14,0,182
2018,Commerce,"12,961",128,1,9,48,70,995,108,646,241,7,"2,253"
2018,Compton,"97,775","1,174",22,38,424,690,"2,559",362,"1,349",848,58,"7,524"
2018,Concord,"130,855",473,3,49,200,221,"4,126",446,"3,124",556,18,"9,216"
2018,Corcoran,"21,487",75,0,8,11,56,380,88,214,78,2,912
2018,Corning,"7,580",40,1,2,4,33,287,78,169,40,2,656
2018,Corona,"170,041",263,6,46,119,92,"3,264",488,"2,185",591,21,"7,075"
2018,Coronado,"24,491",18,0,2,3,13,314,32,262,20,0,664
2018,Costa Mesa,"114,358",344,3,75,110,156,"3,792",515,"2,975",302,17,"8,289"
2018,Cotati,"7,509",36,0,4,4,28,101,19,71,11,1,275
2018,Covina,"48,557",188,2,28,67,91,"1,117",291,653,173,3,"2,613"
2018,Crescent City,"6,245",35,0,2,8,25,220,18,199,3,5,515
2018,Cudahy,"24,114",90,4,5,32,49,187,26,88,73,4,558
2018,Culver City,"39,335",188,0,6,109,73,"1,756",246,"1,417",93,0,"3,888"
2018,Cupertino,"61,078",72,0,18,14,40,956,183,720,53,7,"2,063"
2018,Cypress,"49,223",58,0,14,25,19,704,146,478,80,5,"1,529"
2018,Daly City,"107,928",242,3,38,103,98,"1,528",221,"1,130",177,8,"3,548"
2018,Dana Point,"34,019",69,0,7,13,49,504,73,395,36,0,"1,146"
2018,Danville,"45,202",16,0,0,10,6,326,53,251,22,1,685
2018,Davis,"69,486",117,2,21,44,50,"1,690",232,"1,366",92,9,"3,623"
2018,Delano,"53,141",238,10,13,44,171,"1,437",319,656,462,73,"3,423"
2018,Del Mar,"4,391",14,0,3,2,9,118,26,78,14,0,264
2018,Del Rey Oaks,"1,696",2,0,0,1,1,59,16,40,3,0,122
2018,Desert Hot Springs,"28,991",309,3,22,56,228,638,292,179,167,8,"1,902"
2018,Diamond Bar,"56,821",58,2,7,30,19,936,360,521,55,5,"1,993"
2018,Dinuba,"24,411",184,0,9,28,147,597,77,427,93,4,"1,566"
2018,Dixon,"20,472",53,1,3,14,35,368,35,278,55,4,846
2018,Dorris,902,3,0,0,0,3,12,7,3,2,0,30
2018,Dos Palos,"5,518",71,0,3,0,68,201,69,99,33,6,550
2018,Downey,"113,277",367,5,14,185,163,"2,615",439,"1,570",606,15,"5,979"
2018,Duarte,"21,816",62,0,5,19,38,403,49,287,67,1,931
2018,Dublin,"63,463",108,0,6,47,55,"1,188",96,"1,005",87,2,"2,594"
2018,Dunsmuir,"1,572",9,1,1,0,7,23,9,12,2,0,64
2018,East Palo Alto,"29,991",141,3,13,55,70,567,84,300,183,3,"1,419"
2018,Eastvale,"64,642",63,1,5,29,28,956,147,678,131,0,"2,038"
2018,El Cajon,"104,497",515,5,31,191,288,"2,269",353,"1,544",372,18,"5,586"
2018,El Centro,"44,609",126,1,12,29,84,"1,625",439,"1,076",110,8,"3,510"
2018,El Cerrito,"25,793",171,0,3,101,67,"1,314",167,"1,045",102,9,"2,979"
2018,Elk Grove,"174,651",414,1,40,93,280,"2,359",321,"1,859",179,10,"5,556"
2018,El Monte,"116,464",362,6,35,149,172,"2,242",482,"1,256",504,20,"5,228"
2018,El Segundo,"16,881",62,0,11,22,29,714,202,448,64,3,"1,555"
2018,Emeryville,"12,016",170,0,9,120,41,"2,014",98,"1,761",155,6,"4,374"
2018,Encinitas,"63,700",114,0,16,21,77,795,145,567,83,3,"1,821"
2018,Escalon,"7,653",21,0,2,3,16,124,25,87,12,0,290
2018,Escondido,"153,073",535,4,64,159,308,"2,736",357,"1,891",488,12,"6,554"
2018,Etna,718,0,0,0,0,0,0,0,0,0,0,0
2018,Eureka,"27,174",197,3,26,64,104,"1,491",231,"1,055",205,28,"3,404"
2018,Exeter,"10,583",16,0,2,3,11,279,49,193,37,0,590
2018,Fairfax,"7,620",6,0,1,1,4,116,21,90,5,0,244
2018,Fairfield,"117,883",587,4,78,176,329,"3,280",404,"2,300",576,29,"7,763"
2018,Farmersville,"10,806",45,3,1,8,33,190,48,116,26,4,474
2018,Ferndale,"1,373",6,0,1,0,5,20,8,12,0,0,52
2018,Fillmore,"15,928",39,1,7,7,24,135,27,94,14,1,349
2018,Firebaugh,"8,438",45,0,4,5,36,111,23,66,22,0,312
2018,Folsom,"78,916",85,1,20,29,35,"1,245",245,918,82,8,"2,668"
2018,Fontana,"213,964",709,8,63,195,443,"3,218",542,"1,773",903,10,"7,864"
2018,Fort Bragg,"7,317",31,0,7,6,18,314,34,266,14,7,697
2018,Fort Jones,690,7,0,0,0,7,10,3,4,3,0,34
2018,Fortuna,"12,228",46,0,3,9,34,352,61,257,34,6,802
2018,Foster City,"34,993",35,0,6,5,24,376,59,300,17,3,825
2018,Fountain Valley,"56,433",52,0,1,21,30,"1,496",194,"1,185",117,1,"3,097"
2018,Fowler,"6,627",22,0,1,6,15,107,52,46,9,0,258
2018,Fremont,"238,024",502,3,55,216,228,"4,687",720,"3,284",683,22,"10,400"
2018,Fresno,"531,818","2,953",32,170,909,"1,842","17,787","2,949","12,473","2,365",264,"41,744"
2018,Fullerton,"141,132",332,3,66,107,156,"3,660",329,"2,856",475,16,"8,000"
2018,Galt,"26,548",96,0,11,21,64,462,66,347,49,6,"1,122"
2018,Gardena,"60,423",326,7,16,160,143,"1,306",289,702,315,8,"3,272"
2018,Garden Grove,"174,661",507,4,54,163,286,"4,040",613,"2,815",612,15,"9,109"
2018,Gilroy,"59,033",209,0,37,75,97,"1,609",188,"1,040",381,7,"3,643"
2018,Glendale,"204,724",202,1,24,77,100,"3,110",454,"2,390",266,11,"6,635"
2018,Glendora,"52,727",122,0,23,26,73,"1,523",222,"1,179",122,5,"3,295"
2018,Goleta,"31,284",42,0,4,10,28,352,75,233,44,0,788
2018,Gonzales,"8,521",11,0,1,4,6,74,11,30,33,0,170
2018,Grand Terrace,"12,672",37,0,6,17,14,254,55,166,33,0,582
2018,Grass Valley,"13,004",70,0,1,14,55,517,81,386,50,1,"1,175"
2018,Greenfield,"17,680",97,3,4,14,76,193,41,108,44,3,583
2018,Gridley,"6,612",80,0,5,1,74,250,49,191,10,3,663
2018,Grover Beach,"13,694",28,1,5,4,18,249,45,180,24,4,558
2018,Guadalupe,"7,411",11,0,1,3,7,51,16,23,12,1,125
2018,Gustine,"5,890",38,0,2,1,35,95,24,56,15,1,267
2018,Hanford,"56,805",274,2,32,41,199,"1,264",145,945,174,7,"3,083"
2018,Hawaiian Gardens,"14,474",81,0,4,24,53,250,56,143,51,1,663
2018,Hawthorne,"88,372",617,0,37,232,348,"1,705",294,"1,064",347,5,"4,649"
2018,Hayward,"162,881",669,3,85,364,217,"4,770",545,"2,849","1,376",21,"10,899"
2018,Healdsburg,"11,917",20,0,1,4,15,223,30,174,19,0,486
2018,Hemet,"86,047",432,7,25,144,256,"2,863",574,"1,754",535,29,"6,619"
2018,Hercules,"25,750",30,0,0,16,14,350,82,240,28,0,760
2018,Hermosa Beach,"19,737",30,0,3,5,22,477,130,316,31,0,"1,014"
2018,Hesperia,"95,519",406,2,32,126,246,"2,035",444,"1,228",363,19,"4,901"
2018,Hidden Hills,"1,930",0,0,0,0,0,15,4,9,2,0,30
2018,Highland,"55,651",208,1,7,62,138,"1,143",242,636,265,11,"2,713"
2018,Hillsborough,"11,580",9,0,2,0,7,90,44,42,4,0,198
2018,Hollister,"38,930",98,1,13,16,68,496,62,334,100,2,"1,190"
2018,Holtville,"6,695",15,0,3,1,11,84,19,53,12,1,199
2018,Hughson,"7,627",7,0,0,2,5,88,17,60,11,0,190
2018,Huntington Beach,"203,428",429,1,83,106,239,"3,993",525,"3,158",310,24,"8,868"
2018,Huntington Park,"58,922",429,2,38,214,175,"1,800",256,954,590,16,"4,474"
2018,Huron,"7,396",96,0,4,3,89,49,18,10,21,15,305
2018,Imperial,"17,976",9,0,2,1,6,77,18,38,21,0,172
2018,Imperial Beach,"27,569",79,0,3,18,58,352,63,201,88,1,863
2018,Indian Wells,"5,467",1,0,0,0,1,132,28,90,14,0,266
2018,Indio,"91,346",495,2,47,112,334,"2,242",405,"1,362",475,11,"5,485"
2018,Industry,203,87,2,3,50,32,979,161,681,137,3,"2,135"
2018,Inglewood,"110,726",683,15,51,312,305,"2,744",450,"1,636",658,12,"6,866"
2018,Ione,"7,848",5,0,0,0,5,56,13,38,5,0,122
2018,Irvine,"288,052",160,0,40,53,67,"3,659",621,"2,840",198,9,"7,647"
2018,Irwindale,"1,467",12,0,0,6,6,194,44,115,35,1,413
2018,Isleton,851,0,0,0,0,0,24,14,9,1,0,48
2018,Jackson,"4,752",29,0,2,3,24,128,27,93,8,3,317
2018,Jurupa Valley,"107,605",332,6,11,84,231,"2,839",399,"1,548",892,1,"6,343"
2018,Kensington,"5,400",2,0,0,0,2,48,13,30,5,0,100
2018,Kerman,"15,128",59,1,5,21,32,358,84,218,56,0,834
2018,King City,"14,228",32,1,7,5,19,175,53,93,29,2,416
2018,Kingsburg,"12,089",40,0,5,7,28,306,129,124,53,2,694
2018,La Canada Flintridge,"20,436",13,0,2,4,7,330,86,231,13,0,686
2018,Lafayette,"26,827",10,0,0,5,5,231,23,191,17,0,482
2018,Laguna Beach,"23,202",90,0,5,9,76,443,60,340,43,4,"1,070"
2018,Laguna Hills,"31,474",55,0,5,15,35,402,97,277,28,4,918
2018,Laguna Niguel,"66,806",81,0,2,21,58,640,104,480,56,2,"1,444"
2018,Laguna Woods,"16,219",10,0,1,2,7,108,11,84,13,0,236
2018,La Habra,"62,769",111,1,5,45,60,"1,155",190,800,165,2,"2,534"
2018,La Habra Heights,"5,415",6,0,1,2,3,66,22,43,1,0,144
2018,Lake Elsinore,"68,451",161,2,2,55,102,"1,919",258,"1,329",332,3,"4,163"
2018,Lake Forest,"85,302",159,1,14,36,108,761,139,510,112,10,"1,850"
2018,Lakeport,"4,763",27,0,1,5,21,175,48,114,13,0,404
2018,Lake Shastina,"2,563",2,0,1,0,1,5,0,5,0,0,14
2018,Lakewood,"81,097",270,2,23,118,127,"1,848",275,"1,347",226,5,"4,241"
2018,La Mesa,"60,442",160,1,13,67,79,"1,049",157,760,132,6,"2,424"
2018,La Mirada,"49,175",89,1,6,22,60,829,128,580,121,3,"1,839"
2018,Lancaster,"160,818","1,193",7,94,298,794,"3,805","1,001","2,074",730,28,"10,024"
2018,La Palma,"15,747",20,0,0,5,15,334,84,227,23,1,709
2018,La Puente,"40,390",162,3,16,41,102,501,96,258,147,2,"1,328"
2018,La Quinta,"41,849",42,1,1,20,20,"1,154",174,896,84,2,"2,394"
2018,La Verne,"32,656",87,0,18,11,58,742,129,538,75,1,"1,659"
2018,Lawndale,"33,121",129,3,10,30,86,348,61,185,102,1,955
2018,Lemon Grove,"27,364",155,2,6,52,95,468,67,309,92,3,"1,249"
2018,Lemoore,"26,626",188,0,18,20,150,385,69,264,52,1,"1,147"
2018,Lincoln,"48,364",35,0,13,12,10,418,83,291,44,4,910
2018,Lindsay,"13,542",34,1,0,8,25,214,30,129,55,3,499
2018,Livermore,"91,612",186,0,33,58,95,"1,696",212,"1,329",155,8,"3,772"
2018,Livingston,"14,301",41,0,1,13,27,308,82,173,53,4,702
2018,Lodi,"66,416",277,9,12,88,168,"1,701",359,"1,000",342,14,"3,970"
2018,Loma Linda,"24,319",40,0,7,10,23,608,125,385,98,1,"1,297"
2018,Lomita,"20,770",66,1,6,11,48,312,64,201,47,0,756
2018,Lompoc,"43,719",218,1,26,32,159,951,178,629,144,14,"2,352"
2018,Long Beach,"470,445","3,284",30,219,979,"2,056","11,922","2,328","7,315","2,279",127,"30,539"
2018,Los Alamitos,"11,629",8,0,1,3,4,156,54,78,24,0,328
2018,Los Altos,"30,989",13,0,4,3,6,284,80,188,16,0,594
2018,Los Altos Hills,"8,656",7,0,0,2,5,48,29,17,2,2,112
2018,Los Angeles,"4,029,741","30,126",258,"2,528","10,327","17,013","101,267","15,988","67,963","17,316","1,654","264,440"
2018,Los Banos,"39,651",144,1,7,37,99,"1,071",244,659,168,4,"2,434"
2018,Los Gatos,"30,899",10,0,2,6,2,459,58,360,41,0,938
2018,Lynwood,"71,315",426,9,22,180,215,"1,438",228,656,554,21,"3,749"
2018,Madera,"66,098",399,6,37,92,264,"1,346",241,898,207,15,"3,505"
2018,Malibu,"12,911",37,1,9,9,18,380,74,277,29,1,835
2018,Mammoth Lakes,"8,118",19,0,2,3,14,82,9,71,2,1,203
2018,Manhattan Beach,"36,038",57,1,8,27,21,844,113,684,47,2,"1,804"
2018,Manteca,"81,080",256,0,18,97,141,"2,288",386,"1,522",380,15,"5,103"
2018,Marina,"22,511",49,1,4,14,30,317,41,240,36,2,734
2018,Martinez,"38,699",73,0,10,32,31,524,73,346,105,0,"1,194"
2018,Marysville,"12,459",112,0,11,26,75,533,72,332,129,11,"1,301"
2018,Maywood,"27,612",87,2,10,26,49,302,72,107,123,0,778
2018,McFarland,"15,475",61,2,10,6,43,212,69,68,75,8,554
2018,Mendota,"11,476",86,0,5,6,75,197,50,78,69,0,566
2018,Menifee,"92,540",155,3,9,46,97,"1,945",331,"1,282",332,1,"4,201"
2018,Menlo Park,"34,694",43,1,9,9,24,606,110,470,26,1,"1,299"
2018,Merced,"83,659",465,1,30,116,318,"2,219",387,"1,404",428,62,"5,430"
2018,Mill Valley,"14,418",9,0,1,4,4,196,44,137,15,0,410
2018,Milpitas,"79,895",87,0,11,45,31,"1,934",243,"1,435",256,4,"4,046"
2018,Mission Viejo,"96,419",113,0,5,24,84,937,157,702,78,5,"2,105"
2018,Modesto,"215,822","1,904",16,105,420,"1,363","7,727","1,109","5,420","1,198",62,"19,324"
2018,Monrovia,"37,128",69,2,10,31,26,914,121,723,70,1,"1,967"
2018,Montague,"1,401",12,0,1,1,10,26,16,8,2,2,78
2018,Montclair,"39,648",239,1,37,72,129,"1,646",337,990,319,18,"3,788"
2018,Montebello,"63,291",218,6,10,109,93,"1,643",619,548,476,86,"3,808"
2018,Monterey,"28,744",112,0,18,35,59,"1,143",204,859,80,3,"2,513"
2018,Monterey Park,"61,160",124,0,4,73,47,"1,589",356,"1,017",216,2,"3,428"
2018,Monte Sereno,"3,606",0,0,0,0,0,19,8,8,3,0,38
2018,Moorpark,"37,121",33,0,7,7,19,261,55,188,18,1,589
2018,Moraga,"17,866",12,0,2,2,8,94,12,75,7,0,212
2018,Moreno Valley,"209,145",775,9,30,293,443,"6,161","1,101","3,854","1,206",11,"13,883"
2018,Morgan Hill,"46,142",52,1,0,17,34,740,125,501,114,1,"1,585"
2018,Morro Bay,"10,692",36,0,3,4,29,135,16,113,6,0,342
2018,Mountain View,"82,518",157,0,13,59,85,"2,103",276,"1,659",168,7,"4,527"
2018,Mount Shasta,"3,289",11,0,1,1,9,47,7,28,12,0,116
2018,Murrieta,"114,706",92,2,16,35,39,"1,412",234,952,226,2,"3,010"
2018,Napa,"80,145",269,0,56,46,167,"1,241",258,814,169,30,"3,050"
2018,National City,"61,763",306,2,22,101,181,"1,167",127,748,292,8,"2,954"
2018,Needles,"5,030",59,0,6,2,51,202,74,99,29,12,534
2018,Nevada City,"3,146",13,0,3,2,8,112,21,72,19,0,250
2018,Newark,"48,276",97,1,20,39,37,"1,318",180,969,169,7,"2,837"
2018,Newman,"11,525",19,3,1,7,8,134,25,71,38,0,306
2018,Newport Beach,"86,276",124,1,31,29,63,"2,073",397,"1,513",163,3,"4,397"
2018,Norco,"26,716",63,0,4,19,40,675,123,442,110,0,"1,476"
2018,Norwalk,"106,158",449,9,23,132,285,"1,948",438,"1,116",394,13,"4,807"
2018,Novato,"56,577",97,1,10,19,67,773,118,564,91,8,"1,748"
2018,Oakdale,"23,504",48,0,9,18,21,555,109,375,71,4,"1,210"
2018,Oakland,"430,230","5,480",70,448,"2,624","2,338","23,190","2,394","15,725","5,071",245,"57,585"
2018,Oakley,"42,655",42,1,1,9,31,508,90,323,95,2,"1,102"
2018,Oceanside,"177,464",669,9,69,158,433,"3,836",526,"2,845",465,16,"9,026"
2018,Ojai,"7,597",6,0,1,3,2,68,12,50,6,1,149
2018,Ontario,"177,542",670,6,106,231,327,"4,584",723,"2,858","1,003",27,"10,535"
2018,Orange,"141,108",160,3,12,73,72,"2,478",478,"1,700",300,19,"5,295"
2018,Orange Cove,"9,682",25,1,2,5,17,94,30,42,22,0,238
2018,Orinda,"20,020",9,0,1,7,1,110,30,69,11,0,238
2018,Orland,"7,697",25,0,3,6,16,121,22,82,17,0,292
2018,Oroville,"19,186",112,4,10,32,66,982,152,623,207,9,"2,197"
2018,Oxnard,"211,737",801,14,66,327,394,"5,055",704,"3,568",783,41,"11,753"
2018,Pacifica,"39,339",71,0,20,16,35,402,70,304,28,1,947
2018,Pacific Grove,"15,788",23,0,9,2,12,312,44,252,16,0,670
2018,Palmdale,"158,177",591,4,43,161,383,"2,442",513,"1,426",503,20,"6,086"
2018,Palm Desert,"53,567",91,0,6,21,64,"1,989",329,"1,530",130,4,"4,164"
2018,Palm Springs,"48,644",274,3,35,81,155,"2,078",522,"1,281",275,5,"4,709"
2018,Palo Alto,"67,560",72,0,5,30,37,"1,513",234,"1,197",82,8,"3,178"
2018,Palos Verdes Estates,"13,559",6,0,1,4,1,104,33,69,2,0,220
2018,Paradise,"26,755",65,0,15,5,45,279,109,125,45,0,688
2018,Paramount,"55,023",329,3,19,137,170,"1,427",213,871,343,5,"3,517"
2018,Parlier,"15,356",111,3,9,18,81,335,108,124,103,9,901
2018,Pasadena,"143,448",547,7,47,174,319,"2,928",663,"1,959",306,22,"6,972"
2018,Paso Robles,"32,228",43,0,13,7,23,797,133,610,54,2,"1,682"
2018,Patterson,"22,363",53,0,0,8,45,387,45,224,118,2,882
2018,Perris,"79,238",214,5,7,78,124,"2,000",248,"1,036",716,5,"4,433"
2018,Petaluma,"61,289",197,0,31,27,139,889,153,668,68,6,"2,178"
2018,Pico Rivera,"63,602",228,4,9,77,138,"1,159",231,614,314,5,"2,779"
2018,Piedmont,"11,478",21,0,1,10,10,195,47,124,24,1,433
2018,Pinole,"19,509",70,0,0,29,41,747,83,605,59,2,"1,636"
2018,Pismo Beach,"8,323",30,0,3,3,24,439,129,295,15,1,939
2018,Pittsburg,"73,462",422,3,53,130,236,"1,679",251,"1,010",418,20,"4,222"
2018,Placentia,"52,324",120,0,10,20,90,904,243,548,113,2,"2,050"
2018,Placerville,"11,018",54,0,17,9,28,278,47,189,42,2,666
2018,Pleasant Hill,"35,252",57,1,3,32,21,"1,584",134,"1,373",77,1,"3,283"
2018,Pleasanton,"84,992",110,0,6,57,47,"1,445",156,"1,177",112,4,"3,114"
2018,Pomona,"153,496",877,17,76,361,423,"4,697",903,"2,764","1,030",34,"11,182"
2018,Porterville,"59,394",209,3,15,52,139,"1,561",320,935,306,3,"3,543"
2018,Port Hueneme,"22,417",61,0,4,18,39,421,86,280,55,11,975
2018,Poway,"50,346",65,1,11,10,43,509,92,380,37,4,"1,152"
2018,Rancho Cordova,"74,863",272,3,26,74,169,"1,388",257,934,197,1,"3,321"
2018,Rancho Cucamonga,"179,114",290,1,51,112,126,"3,854",625,"2,831",398,15,"8,303"
2018,Rancho Mirage,"18,463",24,0,0,5,19,708,133,513,62,0,"1,464"
2018,Rancho Palos Verdes,"42,464",32,0,6,5,21,389,120,240,29,0,842
2018,Rancho Santa Margarita,"48,918",46,0,3,6,37,316,43,261,12,9,733
2018,Red Bluff,"14,315",165,2,24,20,119,719,151,451,117,14,"1,782"
2018,Redding,"92,068",620,2,87,96,435,"3,433",613,"2,281",539,9,"8,115"
2018,Redlands,"71,954",264,5,64,82,113,"2,491",326,"1,842",323,41,"5,551"
2018,Redondo Beach,"68,048",171,4,14,53,100,"1,452",249,"1,071",132,3,"3,249"
2018,Redwood City,"88,161",177,0,45,53,79,"1,254",172,912,170,8,"2,870"
2018,Reedley,"25,809",105,3,13,10,79,289,91,128,70,6,794
2018,Rialto2,"104,173",543,5,45,195,298,"3,038",544,"1,850",644,20,"7,182"
2018,Richmond,"110,982","1,046",17,32,375,622,"4,353",383,"2,285","1,685",43,"10,841"
2018,Ridgecrest,"29,055",171,1,31,15,124,500,123,316,61,13,"1,355"
2018,Rio Dell,"3,413",8,0,3,2,3,61,14,41,6,1,139
2018,Rio Vista,"9,268",21,0,2,2,17,118,32,63,23,1,279
2018,Ripon,"15,878",10,0,3,5,2,225,27,184,14,2,472
2018,Riverbank,"25,035",24,0,0,13,11,447,67,326,54,0,942
2018,Riverside,"331,022","1,686",14,150,543,979,"10,226","1,470","6,911","1,845",73,"23,897"
2018,Rocklin,"65,969",52,0,13,16,23,952,172,699,81,6,"2,014"
2018,Rohnert Park,"43,129",222,0,40,22,160,745,112,549,84,4,"1,938"
2018,Rolling Hills,"1,885",0,0,0,0,0,5,1,4,0,0,10
