Year,City,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property Crime,Burglary,Larceny,Motor Theft,Arson,Total
2019,Seaside,34036,78,3,11,12,52,439,44,329,66,5,1039
2019,Sebastopol,7815,21,0,3,7,11,177,51,110,16,2,398
2019,Selma,24983,85,3,6,25,51,605,204,280,121,0,1380
2019,Shafter,20456,53,0,3,9,41,513,127,298,88,8,1140
2019,Sierra Madre,10917,15,0,1,0,14,79,29,46,4,0,188
2019,Signal Hill,11624,95,0,1,27,67,678,110,491,77,3,1549
2019,Simi Valley,126025,146,1,15,35,95,1188,208,889,91,7,2675
2019,Solana Beach,13440,13,0,3,4,6,173,39,115,19,0,372
2019,Soledad,26015,53,0,4,14,35,136,24,83,29,5,383
2019,Solvang,5962,10,0,0,2,8,68,18,46,4,0,156
2019,Sonoma,11323,38,0,6,1,31,122,21,95,6,1,321
2019,Sonora,4867,26,0,6,6,14,269,69,180,20,4,594
2019,South El Monte,20852,102,1,11,32,58,500,132,254,114,3,1207
2019,South Gate,94445,622,4,21,179,418,2754,351,1663,740,26,6778
2019,South Lake Tahoe,22116,111,2,10,20,79,449,79,335,35,0,1120
2019,South Pasadena,25612,29,0,2,11,16,566,94,434,38,0,1190
2019,South San Francisco,68251,166,2,19,64,81,1484,230,1074,180,7,3307
2019,Stallion Springs,2648,7,1,1,0,5,19,5,13,1,0,52
2019,Stanton,38276,95,3,10,31,51,526,83,344,99,7,1249
2019,St. Helena,6195,12,0,1,1,10,67,21,43,3,0,158
2019,Stockton,313604,4380,34,181,1158,3007,12367,2209,8480,1678,128,33622
2019,Suisun City,29922,114,0,11,35,68,664,69,479,116,11,1567
2019,Sunnyvale,154859,259,0,37,84,138,3380,458,2598,324,32,7310
2019,Susanville,14878,196,0,7,10,179,207,45,157,5,0,806
2019,Sutter Creek,2624,3,0,1,0,2,44,8,30,6,2,96
2019,Taft,9413,67,0,6,4,57,244,70,149,25,0,622
2019,Tehachapi,12211,60,2,8,7,43,327,70,231,26,0,774
2019,Temecula,116630,166,1,8,72,85,2626,318,2018,290,5,5589
2019,Temple City,36192,64,1,7,23,33,331,122,175,34,1,791
2019,Thousand Oaks,127811,88,0,27,23,38,1392,244,1084,64,2,2962
2019,Tiburon,9135,0,0,0,0,0,82,13,67,2,0,164
2019,Torrance,145183,280,3,26,114,137,2853,399,2161,293,12,6278
2019,Tracy,92895,166,5,35,62,64,1843,156,1411,276,14,4032
2019,Truckee,16611,31,0,3,4,24,114,36,66,12,1,291
2019,Tulare,65134,261,4,27,69,161,1469,225,951,293,11,3471
2019,Tulelake,985,3,0,1,0,2,4,1,3,0,0,14
2019,Turlock,74120,426,1,29,138,258,2323,402,1483,438,34,5532
2019,Tustin,80356,141,1,16,61,63,2118,241,1694,183,6,4524
2019,Twentynine Palms,26588,117,0,10,15,92,265,96,134,35,4,768
2019,Ukiah,16197,110,1,9,24,76,298,117,147,34,23,839
2019,Union City,75202,277,2,8,79,188,1718,192,1300,226,9,3999
2019,Upland,77398,298,3,20,107,168,1821,368,1206,247,11,4249
2019,Vacaville,101147,331,3,47,80,201,2442,162,2120,160,8,5554
2019,Vallejo,122657,1037,12,138,336,551,4941,2888,1148,905,52,12008
2019,Ventura,111596,458,3,56,106,293,2969,353,2362,254,7,6861
2019,Vernon,112,27,0,1,12,14,485,133,272,80,5,1029
2019,Victorville,123089,988,5,45,255,683,2271,590,1061,620,21,6539
2019,Villa Park,5840,4,0,0,0,4,44,9,35,0,0,96
2019,Visalia,134961,586,4,111,159,312,3900,747,2627,526,20,8992
2019,Vista,102227,354,2,38,93,221,1438,251,945,242,6,3590
2019,Walnut,30108,38,0,4,14,20,386,152,207,27,0,848
2019,Walnut Creek,70546,120,0,6,40,74,2496,307,2034,155,4,5236
2019,Waterford,9021,13,0,1,5,7,143,17,76,50,0,312
2019,Watsonville,54261,328,1,37,53,237,971,148,589,234,8,2606
2019,Weed,2673,34,0,3,4,27,55,8,38,9,0,178
2019,West Covina,106335,260,6,21,129,104,2369,354,1660,355,15,5273
2019,West Hollywood,37173,294,0,24,139,131,1898,215,1566,117,9,4393
2019,Westlake Village,8358,13,0,5,6,2,189,44,140,5,0,404
2019,Westminster,91086,259,0,19,122,118,2611,511,1824,276,22,5762
2019,West Sacramento,54372,212,1,34,79,98,1603,236,1158,209,26,3656
2019,Wheatland,3940,6,0,0,1,5,43,8,26,9,0,98
2019,Whittier,86158,213,1,27,93,92,1901,318,1278,305,7,4235
2019,Wildomar,37939,61,0,1,12,48,637,101,375,161,1,1397
2019,Williams,5348,20,0,3,4,13,76,28,34,14,2,194
2019,Willits,4937,16,0,2,6,8,92,28,51,13,2,218
2019,Windsor,27981,58,0,8,8,42,257,30,212,15,0,630
2019,Winters,7374,11,0,0,1,10,115,19,81,15,3,255
2019,Woodlake,7682,28,0,4,2,22,88,14,61,13,0,232
2019,Woodland,61176,224,3,18,44,159,1488,231,1062,195,52,3476
2019,Yorba Linda,68225,42,0,3,17,22,627,140,433,54,1,1339
2019,Yountville,2988,5,0,0,0,5,42,5,36,1,1,95
2019,Yreka,7527,28,0,0,1,27,235,34,172,29,0,526
2019,Yuba City,67164,241,3,28,52,158,1823,230,1334,259,7,4135
2019,Yucaipa,53964,200,3,14,31,152,641,172,365,104,0,1682
2019,Yucca Valley,21858,160,0,9,25,126,292,84,157,51,3,907
